image_url,status,price,address,city_state,description,features,badges
,,"$315,000",6600 Woodard Ave,6600 Woodard Ave,"
                    For Sale, Land / Unimproved Land",['11   Acres'],[]
,,"$912,000",512 Georgia St,512 Georgia St,"
                    For Sale, Residential - Single Family","['4  bedrooms', '3,237  Sqft. ($282/Sqft.)', '3  full baths', '6,122  lot Sqft.', '2  stories', '2023  year built']",[]
,,"$405,573",3322 Celestial Ln,3322 Celestial Ln,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,103  Sqft. ($193/Sqft.)', '2 full & 1  half baths', '0.1   Acres', '2  stories', '2023  year built']",[]
,,"$249,000",308 N Pecan St,308 N Pecan St,"
                    For Sale, Residential - Single Family","['4  bedrooms', '1,512  Sqft. ($165/Sqft.)', '1 full & 1  half baths', '0.3   Acres', '1  story', '1984  year built']",[]
,,"$280,000",1325 Davis Ct,1325 Davis Ct,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,300  Sqft. ($215/Sqft.)', '2  full baths', '1   Acres', '1  story', 'Private Pool', '2022  year built']",[]
,,"$799,980",1330 Middleton Drive,1330 Middleton Drive,"
                    For Sale, Residential - Single Family","['4  bedrooms', '3,902  Sqft. ($205/Sqft.)', '4 full & 1  half baths', '0.3   Acres', '2  stories', '2023  year built']",[]
,,"$599,000",8016 Ranch View Pl,8016 Ranch View Pl,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,818  Sqft. ($213/Sqft.)', '2 full & 1  half baths', '1.0   Acres', '1.5  stories', '2023  year built']",[]
,,"$38,000",411 S Main St,411 S Main St,"
                    For Sale, Land / Unimproved Land",['0.2   Acres'],[]
,,"$345,930",147 ST EDMUNDS Way,147 ST EDMUNDS Way,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,941  Sqft. ($118/Sqft.)', '2 full & 1  half baths', '0.2   Acres', '1  story', '2023  year built']",[]
,,"$139,900",446 Merrick St,446 Merrick St,"
                    For Sale, Residential - Single Family","['2  bedrooms', '1,372  Sqft. ($102/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '1912  year built']",[]
,,"$1,175,000",421 Paradise Cv,421 Paradise Cv,"
                    For Sale, Residential - Single Family","['4  bedrooms', '4,010  Sqft. ($293/Sqft.)', '4  full baths', '0.4   Acres', '2  stories', '2001  year built']",[]
,,"$190,000",6702 Woodard Ave,6702 Woodard Ave,"
                    For Sale, Land / Unimproved Land",['5   Acres'],[]
,,"$425,470",3320 Celestial Ln,3320 Celestial Ln,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,334  Sqft. ($182/Sqft.)', '2 full & 1  half baths', '0.1   Acres', '2  stories', '2023  year built']",[]
,,"$319,998",5622 Ridge Run St,5622 Ridge Run St,"
                    For Sale, Single-Family","['3  bedrooms', '1,710  Sqft. ($187/Sqft.)', '2 full & 1  half baths', '2  stories', 'Private Pool']",[]
,,"$85,000",164 Chambers,164 Chambers,"
                    For Sale, Land / Unimproved Land","['2,900  lot Sqft.']",[]
,,"$786,000",333 W BURBANK ST,333 W BURBANK ST,"
                    For Sale, Single-Family","['3  bedrooms', '1,907  Sqft. ($412/Sqft.)', '2  full baths', '1  story']",[]
,,"$635,000",4904 Ledgestone Dr,4904 Ledgestone Dr,"
                    For Sale, Multi-Family - Duplex","['6  bedrooms', '4  full baths', '0.4   Acres', '1  story', '1984  year built']",[]
,,"$372,990",233 FAIRFAX AVE,233 FAIRFAX AVE,"
                    For Sale, Single-Family","['4  bedrooms', '2,380  Sqft. ($157/Sqft.)', '2 full & 1  half baths']",[]
,,"$1,100,000",4160 Brazoria Dr,4160 Brazoria Dr,"
                    For Sale, Residential - Single Family","['5  bedrooms', '4,124  Sqft. ($267/Sqft.)', '4 full & 1  half baths', '0.2   Acres', '2  stories', '2017  year built']",[]
,,"$349,990",11505 Emory Trl,11505 Emory Trl,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,995  Sqft. ($175/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '2006  year built']",[]
,,"$349,000",812 S Valley Pkwy,812 S Valley Pkwy,"
                    For Sale, Residential - Single Family","['4  bedrooms', '1,279  Sqft. ($273/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1973  year built']",[]
,,"$299,900",105 Honeysuckle St,105 Honeysuckle St,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,482  Sqft. ($202/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '2022  year built']",[]
,,"$410,892",3318 Celestial Ln,3318 Celestial Ln,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,055  Sqft. ($200/Sqft.)', '2 full & 1  half baths', '0.1   Acres', '2  stories', '2023  year built']",[]
,,"$585,000",2029 Pinnell Prairie,2029 Pinnell Prairie,"
                    For Sale, Residential - Single Family","['5  bedrooms', '2,306  Sqft. ($254/Sqft.)', '2 full & 1  half baths', '2   Acres', '1  story', '2020  year built']",[]
,,"$275,000",2600 W Wintergreen Rd,2600 W Wintergreen Rd,"
                    For Sale, Land / Unimproved Land",['1.9   Acres'],[]
,,"$359,000",616 Hummingbird Dr,616 Hummingbird Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,621  Sqft. ($221/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2011  year built']",[]
,,"$280,000",1709 Clyde St,1709 Clyde St,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,934  Sqft. ($145/Sqft.)', '2 full & 1  half baths', '0.3   Acres', '1  story', '1960  year built']",[]
,,"$365,538",3316 Celestial Ln,3316 Celestial Ln,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,551  Sqft. ($236/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2023  year built']",[]
,,"$299,900",3916 Irish Setter Dr,3916 Irish Setter Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,944  Sqft. ($154/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2004  year built']",[]
,,"$373,990",224 FAIRFAX AVE,224 FAIRFAX AVE,"
                    For Sale, Single-Family","['4  bedrooms', '2,380  Sqft. ($157/Sqft.)', '2 full & 1  half baths']",[]
,,"$599,000",15167 Skyview Ln,15167 Skyview Ln,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,991  Sqft. ($200/Sqft.)', '3  full baths', '1.0   Acres', '1  story', '2005  year built']",[]
,,"$415,000",1428 Bregenz Ln,1428 Bregenz Ln,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,495  Sqft. ($278/Sqft.)', '2  full baths', '5,904  lot Sqft.', '1  story', '1996  year built']",[]
,,"$389,490",723 Cool Canyon Trl,723 Cool Canyon Trl,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,360  Sqft. ($165/Sqft.)', '3 full & 1  half baths', '0.2   Acres', '2  stories', '2023  year built']",[]
,,"$90,000",000 FM 773,000 FM 773,"
                    For Sale, Land / Unimproved Land",['5   Acres'],[]
,,"$1,569,000",523 PR 2939,523 PR 2939,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,729  Sqft. ($575/Sqft.)', '3 full & 1  half baths', '0.9   Acres', '1  story', '2021  year built']",[]
,,"$327,000",904 Moseley Ln,904 Moseley Ln,"
                    For Sale, Residential - Single Family","['4  bedrooms', '1,736  Sqft. ($188/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2022  year built']",[]
,,"$799,989",3533 Ridgecross Dr,3533 Ridgecross Dr,"
                    For Sale, Residential - Single Family","['5  bedrooms', '3,917  Sqft. ($204/Sqft.)', '5 full & 1  half baths', '0.2   Acres', '2  stories', '2023  year built']",[]
,,"$425,000",3501 Quail View Dr,3501 Quail View Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,703  Sqft. ($157/Sqft.)', '2 full & 1  half baths', '0.3   Acres', '2  stories', '2002  year built']",[]
,,"$432,595",415 Axis Valley,415 Axis Valley,"
                    For Sale, Single-Family","['4  bedrooms', '2,558  Sqft. ($169/Sqft.)', '2 full & 1  half baths', '2  stories']",[]
,,"$229,700",6019 LAKEFRONT ST,6019 LAKEFRONT ST,"
                    For Sale, Single-Family","['3  bedrooms', '1,268  Sqft. ($181/Sqft.)', '2  full baths', '1  story']",[]
,,"$386,100",409 Axis Valley,409 Axis Valley,"
                    For Sale, Single-Family","['3  bedrooms', '1,990  Sqft. ($194/Sqft.)', '2 full & 1  half baths', '1  story']",[]
,,"$437,655",406 Devnet Field,406 Devnet Field,"
                    For Sale, Single-Family","['4  bedrooms', '2,697  Sqft. ($162/Sqft.)', '2 full & 1  half baths', '2  stories']",[]
,,"$335,000",109 Kings Creek Dr,109 Kings Creek Dr,"
                    For Sale, Residential - Single Family","['2  bedrooms', '1,645  Sqft. ($204/Sqft.)', '2  full baths', '1.1   Acres', '1  story', '1992  year built']",[]
,,"$367,015",3313 Celestial Ln,3313 Celestial Ln,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,533  Sqft. ($239/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2023  year built']",[]
,,"$367,990",949 Ravenwood Ln,949 Ravenwood Ln,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,952  Sqft. ($189/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2023  year built']",[]
,,"$1,649,950",4391 Shady Bend Dr,4391 Shady Bend Dr,"
                    For Sale, Residential - Single Family","['5  bedrooms', '3,778  Sqft. ($437/Sqft.)', '4 full & 1  half baths', '0.3   Acres', '1  story', 'Private Pool', '1970  year built']",[]
,,"$120,000",1500 Sayle St,1500 Sayle St,"
                    For Sale, Land / Unimproved Land",['0.7   Acres'],[]
,,"$383,783",3311 Celestial Ln,3311 Celestial Ln,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,655  Sqft. ($232/Sqft.)', '2 full & 1  half baths', '0.1   Acres', '2  stories', '2023  year built']",[]
,,"$376,990",4012 Glastonbury Rd,4012 Glastonbury Rd,"
                    For Sale, Residential - Single Family","['4  bedrooms', '1,598  Sqft. ($236/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2023  year built']",[]
,,"$475,000",1322 Grigsby Ave,1322 Grigsby Ave,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,586  Sqft. ($300/Sqft.)', '2 full & 1  half baths', '0.1   Acres', '2  stories', '2007  year built']",[]
,,"$240,000",2212 Towne North Dr,2212 Towne North Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,360  Sqft. ($176/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1978  year built']",[]
,,"$274,900",19839 Doc Holiday Dr,19839 Doc Holiday Dr,"
                    For Sale, Single-Family","['3  bedrooms', '1,703  Sqft. ($161/Sqft.)', '2  full baths', '1  story']",[]
,,"$239,900",7356 BOWDRE,7356 BOWDRE,"
                    For Sale, Single-Family","['3  bedrooms', '1,381  Sqft. ($174/Sqft.)', '2 full & 1  half baths', '2  stories']",[]
,,"$990,000",4410 EICHMAN RD,4410 EICHMAN RD,"
                    For Sale, Country Homes/Acreage",['106   Acres'],[]
,,"$810,000",429 Englewood Ln,429 Englewood Ln,"
                    For Sale, Single-Family","['5  bedrooms', '3,800  Sqft. ($213/Sqft.)', '5 full & 1  half baths', '2  stories']",[]
,,"$799,000",2628 Virginia Pkwy,2628 Virginia Pkwy,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,619  Sqft. ($305/Sqft.)', '3 full & 1  half baths', '0.2   Acres', '1  story', '2014  year built']",[]
,,"$423,626",3309 Celestial Ln,3309 Celestial Ln,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,334  Sqft. ($182/Sqft.)', '2 full & 1  half baths', '0.1   Acres', '2  stories', '2023  year built']",[]
,,"$180,000",620 N County Road 1226,620 N County Road 1226,"
                    For Sale, Land / Unimproved Land",['8   Acres'],[]
,,"$680,000",110 NOBLE WOODS,110 NOBLE WOODS,"
                    For Sale, Single-Family","['5  bedrooms', '3,266  Sqft. ($208/Sqft.)', '4  full baths', '2  stories']",[]
,,"$375,000",113 Anderson Dr,113 Anderson Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,626  Sqft. ($231/Sqft.)', '2  full baths', '7,499  lot Sqft.', '1  story', '2023  year built']",[]
,,"$403,990",7424 Yearwood Dr,7424 Yearwood Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,017  Sqft. ($200/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2023  year built']",[]
,,"$416,993",1821 Winecup Dr,1821 Winecup Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,055  Sqft. ($203/Sqft.)', '2 full & 1  half baths', '0.1   Acres', '2  stories', '2023  year built']",[]
,,"$650,000",3368 Mayflower Dr,3368 Mayflower Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '3,790  Sqft. ($172/Sqft.)', '3 full & 1  half baths', '0.1   Acres', '2  stories', '2004  year built']",[]
,,"$245,500",9431 Laneyvale Ave,9431 Laneyvale Ave,"
                    For Sale, Residential - Single Family","['4  bedrooms', '1,433  Sqft. ($171/Sqft.)', '2  full baths', '0.2   Acres', '1  story', 'Private Pool', '1950  year built']",[]
,,"$438,555",6801 Greenleaf Dr,6801 Greenleaf Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,535  Sqft. ($173/Sqft.)', '3  full baths', '0.2   Acres', '2  stories', '1990  year built']",[]
,,"$40,000",1506 Sayle St,1506 Sayle St,"
                    For Sale, Land / Unimproved Land",['0.2   Acres'],[]
,,"$975,000",6942 Nine Mile Bridge Rd,6942 Nine Mile Bridge Rd,"
                    For Sale, Residential - Single Family","['4  bedrooms', '3,883  Sqft. ($251/Sqft.)', '3 full & 1  half baths', '10.0   Acres', '2  stories', 'Private Pool', '1999  year built']",[]
,,"$420,000",2734 RIDGE ARBOR RD,2734 RIDGE ARBOR RD,"
                    For Sale, Single-Family","['4  bedrooms', '2,781  Sqft. ($151/Sqft.)', '3  full baths', '2  stories']",[]
,,"$824,999",7010 Milsap Ln,7010 Milsap Ln,"
                    For Sale, Residential - Single Family","['4  bedrooms', '3,584  Sqft. ($230/Sqft.)', '3 full & 1  half baths', '0.2   Acres', '2  stories', '2014  year built']",[]
,,"$190,000",2606 BIG JOHN DR,2606 BIG JOHN DR,"
                    For Sale, Single-Family","['3  bedrooms', '1,455  Sqft. ($131/Sqft.)', '2  full baths', '1  story']",[]
,,"$399,000",1529 Nettleton Dr,1529 Nettleton Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,346  Sqft. ($170/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1987  year built']",[]
,,"$270,000",6180 DAISY WAY,6180 DAISY WAY,"
                    For Sale, Single-Family","['3  bedrooms', '1,300  Sqft. ($208/Sqft.)', '2  full baths', '1  story']",[]
background-image:url('https://listingmedia7.harstatic.com/430906285/lr/1.jpeg');,,"$220,000",2316 Avis St,2316 Avis St,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,084  Sqft. ($203/Sqft.)', '1  full baths', '0.3   Acres', '1  story', '1961  year built']",[]
background-image:url('https://listingmedia7.harstatic.com/430609083/lr/1.jpeg');,,"$417,910",1819 Winecup Dr,1819 Winecup Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,334  Sqft. ($179/Sqft.)', '2 full & 1  half baths', '0.1   Acres', '2  stories', '2023  year built']",[]
background-image:url('https://listingmedia7.harstatic.com/430828944/lr/1.jpeg');,,"$339,000",2901 Cascade Ln,2901 Cascade Ln,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,044  Sqft. ($166/Sqft.)', '2 full & 1  half baths', '0.1   Acres', '2  stories', '2021  year built']",[]
background-image:url('https://listingmedia7.harstatic.com/430900966/lr/1.jpeg');,,"$515,000",3828 Westminster Dr,3828 Westminster Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,216  Sqft. ($232/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1977  year built']",[]
background-image:url('https://listingmedia7.harstatic.com/430708412/lr/1.jpeg');,,"$435,900",2127 Clear Branch Way,2127 Clear Branch Way,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,741  Sqft. ($159/Sqft.)', '3  full baths', '0.2   Acres', '2  stories', '2018  year built']",[]
background-image:url('https://listingmedia7.harstatic.com/430894933/lr/1.jpeg');,,"$65,000",2536 Pinehurst Blvd,2536 Pinehurst Blvd,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,800  Sqft. ($36/Sqft.)', '1 full & 1  half baths', '0.2   Acres', '1  story', '1935  year built']",[]
background-image:url('https://listingmedia7.harstatic.com/430899501/lr/1.jpeg');,,"$315,000",5816 Birchbrook Dr #224,5816 Birchbrook Dr #224,"
                    For Sale, Residential - Condo","['2  bedrooms', '1,155  Sqft. ($273/Sqft.)', '2  full baths', '3.2   Acres', '1  story', 'Private Pool', '1970  year built']",[]
background-image:url('https://content.harstatic.com/media/icons/artwork/no_photo_placeholder__large.svg');,,"$321,990",1305 Colonial Bluff Ln,1305 Colonial Bluff Ln,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,444  Sqft. ($223/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2023  year built']",[]
background-image:url('https://content.harstatic.com/media/icons/artwork/no_photo_placeholder__large.svg');,,"$78,000",760 Fawn Meadows,760 Fawn Meadows,"
                    For Sale, Lots","['20,473  Sqft. ($4/Sqft.)', '0.5   Acres']",[]
,,"$325,000",770 Wildwood St,770 Wildwood St,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,917  Sqft. ($170/Sqft.)', '2  full baths', '0.4   Acres', '1  story', '1979  year built']",[]
